bookId,first_genre,clean_date,day_of_week,month_name,year,books
7767021-who-fears-death,Fantasy,01/06/2010,Tuesday,June,2010,1
3833.The_Black_Tower,Mystery,30/10/1975,Thursday,October,1975,1
151080.The_Immigrants,Historical Fiction,30/10/1977,Sunday,October,1977,1
35457416-five-dares,Romance,02/10/2017,Monday,October,2017,1
33652251-the-empress,Science Fiction,31/10/2017,Tuesday,October,2017,1
12190308-the-innocents,Fiction,01/01/2012,Sunday,January,2012,1
28217831-buffering,Nonfiction,18/10/2016,Tuesday,October,2016,1
159346.Advise_and_Consent,Fiction,11/07/1959,Saturday,July,1959,1
35248615-my-best-friend-s-ex,Romance,01/06/2017,Thursday,June,2017,1
33947154-they-can-t-kill-us-until-they-kill-us,Nonfiction,14/11/2017,Tuesday,November,2017,1
9824.Rats,Nonfiction,30/10/2004,Saturday,October,2004,1
859358.Detectives_in_Togas,Historical Fiction,28/03/1956,Wednesday,March,1956,1
36249634-rust-stardust,Historical Fiction,07/08/2018,Tuesday,August,2018,1
37522397-la-jaula-dorada,Fantasy,01/12/2016,Thursday,December,2016,1
16059346-slayers,Fantasy,27/09/2011,Tuesday,September,2011,1
542639.The_Shock_of_the_New,Nonfiction,01/11/1980,Saturday,November,1980,1
209835.Poems,Poetry,30/10/1950,Monday,October,1950,1
135611.Shakespeare,Nonfiction,01/11/2007,Thursday,November,2007,1
28954126-ghost,Young Adult,30/08/2016,Tuesday,August,2016,1
16059838-why-i-left-goldman-sachs,Nonfiction,24/10/2010,Sunday,October,2010,1
33505986-ritorno-da-te,Fantasy,19/07/2016,Tuesday,July,2016,1
2082136.Bonk,Nonfiction,17/03/2008,Monday,March,2008,1
18108757-it,Nonfiction,05/09/2013,Thursday,September,2013,1
32497565-generation-one,Young Adult,27/06/2017,Tuesday,June,2017,1
8678285-zo-god-het-wil,Fiction,30/10/2006,Monday,October,2006,1
10577.Roadwork,Horror,30/03/1981,Monday,March,1981,1
34321642-the-clover-chapel,Romance,30/05/2017,Tuesday,May,2017,1
23001504-suddenly-one-summer,Romance,02/06/2015,Tuesday,June,2015,1
22909327-limitless,Fantasy,04/11/2014,Tuesday,November,2014,1
35458732-close-to-home,Mystery,06/03/2018,Tuesday,March,2018,1
34848819-obama,Nonfiction,07/11/2017,Tuesday,November,2017,1
511527.Double_Act,Childrens,30/10/1995,Monday,October,1995,1
49577.The_Ten_Thousand,Historical Fiction,30/10/2001,Tuesday,October,2001,1
23848809-starship-s-mage,Science Fiction,03/12/2014,Wednesday,December,2014,1
13142835-the-stockholm-octavo,Historical Fiction,21/10/2012,Sunday,October,2012,1
34392663-a-time-of-dread,Fantasy,09/01/2018,Tuesday,January,2018,1
12375518-infantry-attacks,Nonfiction,30/10/1937,Saturday,October,1937,1
28664911-woman-of-god,Fiction,26/09/2016,Monday,September,2016,1
26245817-beyond-the-ice-limit,Fiction,17/05/2016,Tuesday,May,2016,1
28675749-falling-over-sideways,Young Adult,27/09/2016,Tuesday,September,2016,1
22233312-a-pleasure-and-a-calling,Fiction,25/06/2014,Wednesday,June,2014,1
38355098-dry,Young Adult,02/10/2018,Tuesday,October,2018,1
34506937-brazen,Graphic Novels,06/03/2018,Tuesday,March,2018,1
27211901-the-crown-s-fate,Fantasy,16/05/2017,Tuesday,May,2017,1
6668056-red-kayak,Young Adult,23/09/2004,Thursday,September,2004,1
29010395-i-am-not-your-perfect-mexican-daughter,Young Adult,17/10/2017,Tuesday,October,2017,1
32721063-sire,Fantasy,20/10/2016,Thursday,October,2016,1
350790.Storm_Thief,Fantasy,01/09/2006,Friday,September,2006,1
1014792.The_State_of_Africa,Nonfiction,01/01/2005,Saturday,January,2005,1
30197979-spotless,Romance,12/05/2015,Tuesday,May,2015,1
6731958-el-informe-de-brodeck,Fiction,22/08/2007,Wednesday,August,2007,1
17835351-nikola-tesla,Biography,01/01/2013,Tuesday,January,2013,1
27267112-queen-of-hearts,Fantasy,12/02/2014,Wednesday,February,2014,1
16306.Miss_Marple,Mystery,30/10/1985,Wednesday,October,1985,1
1374307.Tough_Times_Never_Last_but_Tough_People_Do_,Self Help,30/10/1984,Tuesday,October,1984,1
34760487-dragon-s-storm,Fantasy,05/04/2017,Wednesday,April,2017,1
32326398-sometimes-i-lie,Mystery,23/03/2017,Thursday,March,2017,1
43924017-birthday,Young Adult,21/05/2019,Tuesday,May,2019,1
42186465-good-vibes-good-life,Self Help,30/10/2018,Tuesday,October,2018,1
33158544-greetings-from-witness-protection,Young Adult,03/10/2017,Tuesday,October,2017,1
52306589-the-rise-of-skywalker,Science Fiction,17/03/2020,Tuesday,March,2020,1
97642.No_More_Mr_Nice_Guy,Self Help,30/11/2000,Thursday,November,2000,1
31925314-beard-science,Romance,11/10/2016,Tuesday,October,2016,1
29635592-churchill-s-ministry-of-ungentlemanly-warfare,Nonfiction,07/02/2017,Tuesday,February,2017,1
179609.Imperialism,Nonfiction,30/10/2016,Sunday,October,2016,1
28051948-vom-ende-der-einsamkeit,Fiction,24/02/2016,Wednesday,February,2016,1
29241321-projekt-1065,Historical Fiction,11/10/2016,Tuesday,October,2016,1
27427165-o-corti-o,Classics,30/10/1990,Tuesday,October,1990,1
35003682-the-key,Historical Fiction,26/04/2018,Thursday,April,2018,1
40700317-the-secrets-we-kept,Historical Fiction,03/09/2019,Tuesday,September,2019,1
63657.In_the_Country_of_Men,Fiction,01/01/2006,Sunday,January,2006,1
41150498-the-scent-keeper,Fiction,30/05/2019,Thursday,May,2019,1
43514655-reveal-me,Young Adult,08/10/2019,Tuesday,October,2019,1
33358204-boy-erased,Nonfiction,10/05/2016,Tuesday,May,2016,1
38470102-churchill,Biography,04/10/2018,Thursday,October,2018,1
32320661-everless,Fantasy,02/01/2018,Tuesday,January,2018,1
25812847-the-silk-roads,Nonfiction,27/08/2015,Thursday,August,2015,1
32854499-most-of-all-you,Romance,17/10/2017,Tuesday,October,2017,1
327246.Anatomy_for_the_Artist,Nonfiction,30/10/1953,Friday,October,1953,1
18693623-no-safe-house,Mystery,05/08/2014,Tuesday,August,2014,1
615921.Halo,Science Fiction,30/10/2003,Thursday,October,2003,1
13644336-fani-em-busca-do-final-feliz,Romance,24/04/2012,Tuesday,April,2012,1
40514431-evvie-drake-starts-over,Romance,25/06/2019,Tuesday,June,2019,1
9415946-huntress,Fantasy,05/04/2011,Tuesday,April,2011,1
13318867-la-psichiatra,Mystery,05/10/2009,Monday,October,2009,1
41639186-the-girl-in-room-105,Fiction,30/10/2018,Tuesday,October,2018,1
39937617-resistance-women,Historical Fiction,14/05/2019,Tuesday,May,2019,1
6798263-bluets,Poetry,01/10/2009,Thursday,October,2009,1
76336.The_Last_Town_on_Earth,Historical Fiction,01/01/2006,Sunday,January,2006,1
23746004-black-eyed-susans,Mystery,11/08/2015,Tuesday,August,2015,1
36076501-the-girl-who-smiled-beads,Nonfiction,24/04/2018,Tuesday,April,2018,1
275245.Pygmalion_and_Three_Other_Plays,Classics,11/02/2004,Wednesday,February,2004,1
123471.I_Am_a_Strange_Loop,Science,26/03/2007,Monday,March,2007,1
8509122-thea-stilton-and-the-mystery-in-paris,Mystery,30/10/2007,Tuesday,October,2007,1
79428.The_Abolition_of_Man,Nonfiction,30/10/1943,Saturday,October,1943,1
40136628,Classics,30/04/2004,Friday,April,2004,1
23171368-the-good-girls,Young Adult,02/06/2015,Tuesday,June,2015,1
32819894-restart,Young Adult,30/05/2017,Tuesday,May,2017,1
28195608-dirty-ugly-toy,Romance,18/01/2016,Monday,January,2016,1
53103895-one-to-watch,Romance,07/07/2020,Tuesday,July,2020,1
28096541-the-nowhere-girls,Young Adult,10/10/2017,Tuesday,October,2017,1
32721507-the-selection-series-1-5-book-set,Fantasy,24/10/2016,Monday,October,2016,1
51931067-felix-ever-after,Young Adult,05/05/2020,Tuesday,May,2020,1
830875.O_Triste_Fim_de_Policarpo_Quaresma,Classics,30/10/2015,Friday,October,2015,1
72114.Astro_City_Vol_4,Graphic Novels,01/05/2000,Monday,May,2000,1
1363427.Kybalion,Nonfiction,30/10/2012,Tuesday,October,2012,1
50716364-american-royals,Romance,03/09/2019,Tuesday,September,2019,1
36323794-aru-shah-and-the-song-of-death,Fantasy,30/04/2019,Tuesday,April,2019,1
35721123-how-to-write-an-autobiographical-novel,Nonfiction,17/04/2018,Tuesday,April,2018,1
53345360-the-hunter,Romance,10/05/2020,Sunday,May,2020,1
43350554-the-pioneers,Nonfiction,07/05/2019,Tuesday,May,2019,1
176534.High_Wizardry,Fantasy,01/03/1990,Thursday,March,1990,1
48842144-the-shadows,Horror,07/07/2020,Tuesday,July,2020,1
32793046-serafina-and-the-splintered-heart,Fantasy,03/07/2017,Monday,July,2017,1
49099926-party-of-two,Romance,23/06/2020,Tuesday,June,2020,1
169338.In_the_Footsteps_of_the_Prophet,Religion,01/02/2007,Thursday,February,2007,1
36203362-motherhood,Fiction,07/06/2018,Thursday,June,2018,1
38351370-blended,Young Adult,30/10/2018,Tuesday,October,2018,1
51029834-the-invisible-life-of-addie-larue,Fantasy,06/10/2020,Tuesday,October,2020,1
144819.Ice_Station,Fiction,01/08/1998,Saturday,August,1998,1
312435.So_Far_from_God,Fiction,30/10/1993,Saturday,October,1993,1
399758.The_Only_Astrology_Book_You_ll_Ever_Need,Nonfiction,30/10/1982,Saturday,October,1982,1
411496.Voss,Fiction,10/08/1957,Saturday,August,1957,1
28488.Elven_Star,Fantasy,30/10/1990,Tuesday,October,1990,1
1823114.Three_Shadows,Graphic Novels,30/10/2007,Tuesday,October,2007,1
50605.Farewell_Waltz,Fiction,30/10/1972,Monday,October,1972,1
171012.Love_on_the_Lifts,Young Adult,13/12/2005,Tuesday,December,2005,1
1223837.Die_Kinder_Von_Eden,Fiction,30/10/1993,Saturday,October,1993,1
6981.When_the_Heart_Waits,Nonfiction,01/01/1990,Monday,January,1990,1
28756.The_Cheese_Monkeys,Fiction,30/10/2001,Tuesday,October,2001,1
774088.Difficult_Conversations,Nonfiction,01/04/1999,Thursday,April,1999,1
50840.Farnham_s_Freehold,Science Fiction,01/11/1964,Sunday,November,1964,1
239917.Sign_of_the_Unicorn,Fantasy,01/01/1975,Wednesday,January,1975,1
50615.The_Invention_of_Solitude,Nonfiction,30/10/1982,Saturday,October,1982,1
301823.Say_You_Love_Me,Romance,30/10/1996,Wednesday,October,1996,1
6263078-miles-to-go,Nonfiction,01/01/2009,Thursday,January,2009,1
28677.The_Spirit_Ring,Fantasy,01/01/1992,Wednesday,January,1992,1
77998.Le_Horla_et_autres_contes_fantastiques,Classics,30/10/1987,Friday,October,1987,1
1128364.Shooting_the_Moon,Historical Fiction,29/01/2008,Tuesday,January,2008,1
359759.Into_the_Deep,Mystery,01/09/2004,Wednesday,September,2004,1
86888.The_Virgin_in_the_Garden,Fiction,30/10/1978,Monday,October,1978,1
1327308.Cintapuccino,Romance,30/10/2004,Saturday,October,2004,1
6277793-scarlet-and-the-white-wolf,Fantasy,28/06/2006,Wednesday,June,2006,1
6609490-night-world,Young Adult,23/10/2009,Friday,October,2009,1
24783.Westmark,Fantasy,12/05/1981,Tuesday,May,1981,1
58094.The_Book_of_Bunny_Suicides,Graphic Novels,01/01/2003,Wednesday,January,2003,1
122212.Waiting_to_Exhale,Fiction,28/05/1992,Thursday,May,1992,1
1106766.To_Draw_Closer_To_God,Religion,30/10/1997,Thursday,October,1997,1
181116.Monday_Mourning,Mystery,30/10/2004,Saturday,October,2004,1
1179814.Homecoming,Fiction,06/10/1997,Monday,October,1997,1
511239.Yotsuba_Vol_03,Graphic Novels,27/11/2004,Saturday,November,2004,1
38988.Awakening,Young Adult,01/05/2007,Tuesday,May,2007,1
18212.Jacques_the_Fatalist,Classics,30/10/1985,Wednesday,October,1985,1
1240370.Exit_Here_,Young Adult,01/05/2007,Tuesday,May,2007,1
7150756-chains-of-ice,Romance,06/07/2010,Tuesday,July,2010,1
7106633-running-scared,Romance,30/10/2010,Saturday,October,2010,1
342240.The_Cove,Mystery,01/04/1996,Monday,April,1996,1
52877.The_Toughest_Indian_in_the_World,Fiction,09/04/2000,Sunday,April,2000,1
19916.Over_The_Moon,Romance,02/01/2007,Tuesday,January,2007,1
699678.Jubal_Sackett,Fiction,01/05/1985,Wednesday,May,1985,1
216048.Thank_You_Mr_Falker,Childrens,04/05/1998,Monday,May,1998,1
993839.On_a_Highland_Shore,Historical Fiction,01/01/2006,Sunday,January,2006,1
1044141.The_8th_Habit,Self Help,09/11/2004,Tuesday,November,2004,1
253635.Thin,Nonfiction,12/10/2006,Thursday,October,2006,1
40532.Reading_the_Bible_Again_for_the_First_Time,Nonfiction,30/10/2001,Tuesday,October,2001,1
3116205-the-prodigal-god,Nonfiction,30/10/2008,Thursday,October,2008,1
7904429-scott-pilgrim-volume-6,Graphic Novels,20/07/2010,Tuesday,July,2010,1
8525631-the-art-of-seducing-a-naked-werewolf,Romance,29/03/2011,Tuesday,March,2011,1
359195.Lucifer_Vol_1,Graphic Novels,30/10/2001,Tuesday,October,2001,1
6662410-blood-oath,Horror,18/05/2010,Tuesday,May,2010,1
263550.13_Bullets,Horror,01/01/2007,Monday,January,2007,1
49250.D_Day_June_6_1944,Nonfiction,06/06/1994,Monday,June,1994,1
7890058-low-red-moon,Young Adult,02/08/2010,Monday,August,2010,1
618196.Transformation,Fantasy,01/08/2000,Tuesday,August,2000,1
5552256-ivy-and-bean,Childrens,01/04/2009,Wednesday,April,2009,1
264944.Hybrids,Science Fiction,01/09/2003,Monday,September,2003,1
76523.The_Shawl,Fiction,30/10/1989,Monday,October,1989,1
341553.The_Faithful_Spy,Fiction,25/04/2006,Tuesday,April,2006,1
802705.Promethea,Graphic Novels,28/02/2002,Thursday,February,2002,1
5599045-breathless,Young Adult,12/05/2009,Tuesday,May,2009,1
1146742.Finis_Mundi,Fantasy,30/10/1999,Saturday,October,1999,1
8348904-the-neon-court,Fantasy,01/01/2011,Saturday,January,2011,1
23183.The_Book_of_Questions,Poetry,30/10/1974,Wednesday,October,1974,1
2999282-dexter-by-design,Fiction,30/10/2008,Thursday,October,2008,1
5989424-der-verfolger,Fiction,30/10/1958,Thursday,October,1958,1
5640796-road-dogs,Fiction,30/10/2009,Friday,October,2009,1
151697.Great_Plains,Nonfiction,01/06/1989,Thursday,June,1989,1
11605486-dark-predator,Romance,01/09/2011,Thursday,September,2011,1
7775631-the-back-door-of-midnight,Young Adult,16/11/2010,Tuesday,November,2010,1
8507619-adrenaline,Fiction,30/10/2010,Saturday,October,2010,1
105742.The_Loch,Horror,30/10/2005,Sunday,October,2005,1
52670.One_Two_Three_Infinity,Science,30/10/1947,Thursday,October,1947,1
2020935.Sweethearts,Young Adult,01/02/2008,Friday,February,2008,1
10442127-river-cast,Young Adult,10/10/2011,Monday,October,2011,1
10532477-heat-rises,Mystery,20/09/2011,Tuesday,September,2011,1
891922.A_Stillness_at_Appomattox,Nonfiction,30/01/1951,Tuesday,January,1951,1
110394.Dancing_at_Midnight,Romance,30/12/1995,Saturday,December,1995,1
2225238.Once_Upon_a_Time_in_the_North,Fantasy,08/04/2008,Tuesday,April,2008,1
9415966-spoiled,Young Adult,01/06/2011,Wednesday,June,2011,1
1462020.Winterbirth,Fantasy,30/10/2006,Monday,October,2006,1
9326.Fullmetal_Alchemist_Vol_5,Fantasy,30/10/2002,Wednesday,October,2002,1
209881.Castles_of_Steel,Nonfiction,28/10/2003,Tuesday,October,2003,1
14996.Brother_Odd,Horror,30/10/2006,Monday,October,2006,1
9764206-aphrodite-the-diva,Fantasy,09/08/2011,Tuesday,August,2011,1
106129.Charlie_Bone_and_the_Invisible_Boy,Fantasy,01/07/2004,Thursday,July,2004,1
7204415,Classics,30/10/1932,Sunday,October,1932,1
13027304-the-hunger-games-tribute-guide,Young Adult,01/01/2012,Sunday,January,2012,1
10262157-finding-forgiveness,Romance,05/07/2011,Tuesday,July,2011,1
8544261-une-forme-de-vie,Fiction,18/08/2010,Wednesday,August,2010,1
332348.The_Year_of_Fog,Fiction,01/01/2006,Sunday,January,2006,1
11724850-dead-to-you,Young Adult,07/02/2010,Sunday,February,2010,1
13556706-legends---short-novels-by-the-masters-of-modern-fantasy,Fantasy,30/10/1998,Friday,October,1998,1
47305.The_Last_Empress,Historical Fiction,30/10/2007,Tuesday,October,2007,1
8164.To_Be_the_Best,Fiction,01/01/1988,Friday,January,1988,1
69448.Beowulf_s_Children,Science Fiction,01/11/1995,Wednesday,November,1995,1
9476308-vaclav-and-lena,Fiction,30/10/2011,Sunday,October,2011,1
7687223-before-midnight,Fantasy,01/03/2007,Thursday,March,2007,1
240141.God_Don_t_Like_Ugly,Fiction,01/09/2000,Friday,September,2000,1
212474.The_Egyptologist,Historical Fiction,23/09/2004,Thursday,September,2004,1
10517686-one-direction,Nonfiction,01/02/2011,Tuesday,February,2011,1
13269.The_Poetics_of_Space,Nonfiction,30/10/1957,Wednesday,October,1957,1
43992.True_Evil,Mystery,30/10/2006,Monday,October,2006,1
2104.The_Physics_of_Star_Trek,Science,30/10/1995,Monday,October,1995,1
7788.The_Cat_in_the_Hat_and_Other_Dr_Seuss_Favorites,Childrens,14/10/2003,Tuesday,October,2003,1
248882.Berserk_Vol_9,Fantasy,31/03/1995,Friday,March,1995,1
12547098-the-baker-s-daughter,Historical Fiction,24/01/2012,Tuesday,January,2012,1
23316.Round_Ireland_with_a_Fridge,Nonfiction,01/01/1997,Wednesday,January,1997,1
15798672-zebra-forest,Historical Fiction,01/04/2013,Monday,April,2013,1
69947.Excuse_Me_Your_Life_Is_Waiting,Self Help,30/10/1999,Saturday,October,1999,1
6322018-un-amore,Fiction,30/03/1963,Saturday,March,1963,1
2367495.The_Last_Queen,Historical Fiction,01/07/2006,Saturday,July,2006,1
621184.A_Paper_Life,Biography,30/10/2004,Saturday,October,2004,1
112725.Hollywood_Wives,Fiction,01/07/1983,Friday,July,1983,1
22339.Death,Graphic Novels,30/03/1996,Saturday,March,1996,1
12963179-lethal-legacy,Romance,01/01/2012,Sunday,January,2012,1
6751262-the-ice-man,True Crime,27/06/2006,Tuesday,June,2006,1
787062.The_Little_Black_Book_of_Style,Nonfiction,27/04/2015,Monday,April,2015,1
16082287-confessions-of-an-alli-cat,Romance,23/10/2012,Tuesday,October,2012,1
169503.Petey,Young Adult,30/10/1999,Saturday,October,1999,1
147602.The_First_American,Biography,19/09/2000,Tuesday,September,2000,1
746936.Margin_of_Safety,Business,01/10/1991,Tuesday,October,1991,1
7701720-the-war-of-the-dwarves,Fantasy,31/10/2004,Sunday,October,2004,1
3494684-boys-are-dogs,Fiction,01/09/2008,Monday,September,2008,1
93374.Akira_Vol_4,Graphic Novels,10/07/1987,Friday,July,1987,1
20416.Revolt_in_2100_Methuselah_s_Children,Science Fiction,01/11/1998,Sunday,November,1998,1
13151179-twilight-of-the-elites,Nonfiction,12/06/2012,Tuesday,June,2012,1
6423507-what-remains-of-heaven,Mystery,14/10/2009,Wednesday,October,2009,1
1797901.Miles_in_Love,Science Fiction,01/02/2008,Friday,February,2008,1
15727792-chu-s-day,Childrens,15/01/2013,Tuesday,January,2013,1
114510.Eight_Days_of_Luke,Fantasy,30/10/1975,Thursday,October,1975,1
10853751-hidden,Fantasy,30/10/2011,Sunday,October,2011,1
8714272-h-rs-z-n-g-nl,Fiction,30/10/1949,Sunday,October,1949,1
1316.The_Virtues_of_War,Historical Fiction,30/10/2004,Saturday,October,2004,1
74258.Le_Petit_Nicolas_a_des_Ennuis,Childrens,30/10/1964,Friday,October,1964,1
15743017-the-unfinished-journals-of-elizabeth-d,Fiction,05/06/2012,Tuesday,June,2012,1
14061520-stars-stripes,Romance,13/08/2012,Monday,August,2012,1
13572813-12-21,Fiction,07/08/2012,Tuesday,August,2012,1
443774.Conan_the_Adventurer,Fantasy,30/10/1966,Sunday,October,1966,1
13542868-the-farm,Young Adult,01/08/2012,Wednesday,August,2012,1
2356574.Inversions,Science Fiction,30/06/1998,Tuesday,June,1998,1
17163274-the-forbidden-lord,Romance,28/02/1999,Sunday,February,1999,1
9780676-far-to-go,Historical Fiction,28/08/2010,Saturday,August,2010,1
7946252-castle-waiting-vol-2,Graphic Novels,06/12/2010,Monday,December,2010,1
7193298-the-hell-of-it-all,Nonfiction,01/10/2008,Wednesday,October,2008,1
4634266-naruto----,Fantasy,04/08/2008,Monday,August,2008,1
7824057-brain-jack,Science Fiction,30/09/2009,Wednesday,September,2009,1
5648871-devoured,Young Adult,12/09/2009,Saturday,September,2009,1
17157641-temptation,Romance,12/12/2012,Wednesday,December,2012,1
11325353-awkward,Young Adult,27/12/2011,Tuesday,December,2011,1
420297.Curious_George,Childrens,30/10/1941,Thursday,October,1941,1
15715844-how-to-lead-a-life-of-crime,Young Adult,21/02/2013,Thursday,February,2013,1
48562.The_Secret_in_the_Old_Attic,Mystery,30/10/1944,Monday,October,1944,1
37780.Anatomy_of_a_Boyfriend,Young Adult,09/01/2007,Tuesday,January,2007,1
4870.How_To_Enjoy_Your_Life_And_Your_Job,Self Help,30/10/1955,Sunday,October,1955,1
154924.No_Shortcuts_to_the_Top,Nonfiction,01/01/2006,Sunday,January,2006,1
13504055-interview-with-the-vampire,Graphic Novels,16/10/2012,Tuesday,October,2012,1
17832986-james,Romance,15/08/2013,Thursday,August,2013,1
230817.The_Art_of_Always_Being_Right,Nonfiction,30/10/1931,Friday,October,1931,1
16052597-a-terrible-love,Romance,11/02/2013,Monday,February,2013,1
13451182-arena-one,Young Adult,01/01/2012,Sunday,January,2012,1
1298205.Walt_Disney_s_Dumbo,Childrens,01/01/1940,Monday,January,1940,1
3386492-prisoner,Fantasy,30/10/2007,Tuesday,October,2007,1
998367.Billy_Connolly,Biography,30/10/2001,Tuesday,October,2001,1
11186443-batman,Graphic Novels,02/11/2011,Wednesday,November,2011,1
15242.The_Lord_of_the_Rings,Fantasy,30/10/2003,Thursday,October,2003,1
192888.Clouds_of_Witness,Mystery,30/10/1926,Saturday,October,1926,1
203064.Abide_with_Me,Fiction,14/03/2006,Tuesday,March,2006,1
16072999-because-you-are-mine,Romance,02/01/2013,Wednesday,January,2013,1
11819981-the-lucy-variations,Young Adult,07/05/2013,Tuesday,May,2013,1
258657.The_Silver_Wolf,Fantasy,30/10/1998,Friday,October,1998,1
124982.Sweetness_in_the_Belly,Fiction,29/03/2005,Tuesday,March,2005,1
17251103-deadpool-volume-1,Graphic Novels,11/06/2013,Tuesday,June,2013,1
303615.The_General_Theory_of_Employment_Interest_and_Money,Nonfiction,30/11/1935,Saturday,November,1935,1
17557803-the-tattered-banner,Fantasy,02/03/2013,Saturday,March,2013,1
3759.Goldfinger,Fiction,30/10/1959,Friday,October,1959,1
2210839.Waiting_for_Normal,Young Adult,05/02/2008,Tuesday,February,2008,1
18209305-my-brief-history,Nonfiction,10/09/2013,Tuesday,September,2013,1
19794.The_Echo_Maker,Fiction,01/01/2006,Sunday,January,2006,1
13611056-in-praise-of-love,Nonfiction,30/10/2009,Friday,October,2009,1
170599.You_Can_t_Take_it_With_You,Classics,30/10/1936,Friday,October,1936,1
104979.Journey_of_Souls,Nonfiction,30/10/1994,Sunday,October,1994,1
216849.Lord_of_Snow_and_Shadows,Fantasy,30/10/2003,Thursday,October,2003,1
17570843-jesus-feminist,Nonfiction,05/11/2013,Tuesday,November,2013,1
47301.Zlata_s_Diary,Nonfiction,07/12/1993,Tuesday,December,1993,1
11138172-boy21,Young Adult,01/01/2012,Sunday,January,2012,1
1053783.Midshipman_s_Hope,Science Fiction,01/11/1994,Tuesday,November,1994,1
16156292-blood-of-tyrants,Fantasy,13/08/2013,Tuesday,August,2013,1
18223667-the-professional,Romance,16/12/2013,Monday,December,2013,1
17162080-two-lies-and-a-spy,Young Adult,03/09/2013,Tuesday,September,2013,1
10184855-casket-of-souls,Fantasy,29/05/2012,Tuesday,May,2012,1
6353230-a-good-woman,Romance,30/10/2008,Thursday,October,2008,1
15801668-the-girls-of-atomic-city,Nonfiction,05/03/2013,Tuesday,March,2013,1
13531021-splendors-and-glooms,Fantasy,28/08/2012,Tuesday,August,2012,1
21461080-falling-under,Romance,11/03/2014,Tuesday,March,2014,1
1914593.The_Splendour_Falls,Historical Fiction,01/01/1995,Sunday,January,1995,1
110985.The_Great_Shark_Escape,Science,01/01/2000,Saturday,January,2000,1
264894.Upside_Down,Nonfiction,30/01/1992,Thursday,January,1992,1
18780453-the-resurrection-of-aubrey-miller,Romance,23/04/2014,Wednesday,April,2014,1
9408479-cold-wind,Mystery,01/03/2011,Tuesday,March,2011,1
20808947-the-four-streets,Historical Fiction,01/04/2014,Tuesday,April,2014,1
563309.May_Bird_Among_the_Stars,Fantasy,30/10/2006,Monday,October,2006,1
22038362,Fantasy,30/10/2005,Sunday,October,2005,1
17834866-andrew-s-brain,Fiction,14/01/2014,Tuesday,January,2014,1
17375011-something-like-winter,Romance,25/07/2012,Wednesday,July,2012,1
15783386-hope-s-chance,Romance,01/08/2012,Wednesday,August,2012,1
1123469.Born_to_be_Bad,Romance,30/08/2005,Tuesday,August,2005,1
13049688-the-map-of-the-sky,Fantasy,01/01/2012,Sunday,January,2012,1
18337069-welcome-to-sugartown,Romance,01/11/2013,Friday,November,2013,1
12444297-burned,Fantasy,20/01/2015,Tuesday,January,2015,1
55002.The_Fall_of_the_Roman_Republic,Classics,30/10/2000,Monday,October,2000,1
18194121-aftermath,Romance,06/08/2013,Tuesday,August,2013,1
12368900-midnight-rescue,Romance,01/05/2012,Tuesday,May,2012,1
6115321-the-batman-adventures,Graphic Novels,26/05/2009,Tuesday,May,2009,1
3761750-we-bought-a-zoo,Nonfiction,30/10/2008,Thursday,October,2008,1
13630629-binding-the-shadows,Fantasy,28/05/2013,Tuesday,May,2013,1
13581794-consumed,Romance,01/07/2012,Sunday,July,2012,1
7048787-total-eclipse,Fantasy,01/08/2010,Sunday,August,2010,1
15710492-black-city,Fantasy,26/02/2013,Tuesday,February,2013,1
96128.Duck_for_President,Childrens,01/01/2004,Thursday,January,2004,1
12058835-monday-to-friday-man,Romance,01/07/2011,Friday,July,2011,1
17312327-last-days,Horror,24/05/2012,Thursday,May,2012,1
18069353-room-for-you,Romance,22/10/2013,Tuesday,October,2013,1
8293872-alice-19th-volume-6,Fantasy,25/01/2003,Saturday,January,2003,1
10282745-something-from-tiffany-s,Romance,30/10/2011,Sunday,October,2011,1
11720382-catch-me,Mystery,01/01/2012,Sunday,January,2012,1
153019.Doctor_Who,Science Fiction,13/04/2006,Thursday,April,2006,1
355871.La_princesa_que_cre_a_en_los_cuentos_de_hadas,Self Help,01/04/1995,Saturday,April,1995,1
598535.The_Vanishing,Fiction,05/11/1984,Monday,November,1984,1
29118.Forging_the_Darksword,Fantasy,05/11/1987,Thursday,November,1987,1
22074335-this-book-is-gay,Nonfiction,04/09/2014,Thursday,September,2014,1
20821097-chasers-of-the-light,Poetry,02/09/2014,Tuesday,September,2014,1
545759.Man_s_Search_for_Ultimate_Meaning,Nonfiction,05/11/1974,Tuesday,November,1974,1
77264.Homeland_and_Other_Stories,Fiction,05/11/1989,Sunday,November,1989,1
12832413-anything,Nonfiction,05/11/2011,Saturday,November,2011,1
18404155-the-stranger-you-know,Mystery,04/07/2013,Thursday,July,2013,1
6599344-the-dark-hunters-vol-1,Graphic Novels,26/05/2009,Tuesday,May,2009,1
9813838-el-enterrador,Nonfiction,27/03/1997,Thursday,March,1997,1
306399.The_Good_War,Nonfiction,05/11/1984,Monday,November,1984,1
13502958-magician-s-end,Fantasy,05/11/2013,Tuesday,November,2013,1
47621.The_Ragwitch,Fantasy,05/11/1990,Monday,November,1990,1
268402.The_Plantation,Fiction,05/11/2000,Sunday,November,2000,1
10048876-dark-souls,Young Adult,01/08/2011,Monday,August,2011,1
490196.Wild_Rain,Romance,27/01/2004,Tuesday,January,2004,1
